,DateTime,Open,Close,Volume
0,2023-05-01 09:30:00-04:00,415.47,415.79,963038
1,2023-05-01 09:35:00-04:00,415.8,416.19,937816
2,2023-05-01 09:40:00-04:00,416.18,416.15,621055
3,2023-05-01 09:45:00-04:00,416.14,416.61,805647
4,2023-05-01 09:50:00-04:00,416.62,416.46,1525027
5,2023-05-01 09:55:00-04:00,416.46,416.39,551084
6,2023-05-01 10:00:00-04:00,416.36,416.05,1141246
7,2023-05-01 10:05:00-04:00,416.05,416.37,642058
8,2023-05-01 10:10:00-04:00,416.38,416.31,654291
9,2023-05-01 10:15:00-04:00,416.31,416.46,789582
10,2023-05-01 10:20:00-04:00,416.45,416.06,661340
11,2023-05-01 10:25:00-04:00,416.05,415.99,483941
12,2023-05-01 10:30:00-04:00,416.0,416.27,490802
13,2023-05-01 10:35:00-04:00,416.28,416.4,401558
14,2023-05-01 10:40:00-04:00,416.41,416.49,387047
15,2023-05-01 10:45:00-04:00,416.48,416.92,661783
16,2023-05-01 10:50:00-04:00,416.91,416.78,410468
17,2023-05-01 10:55:00-04:00,416.79,416.96,636606
18,2023-05-01 11:00:00-04:00,416.96,416.72,590758
19,2023-05-01 11:05:00-04:00,416.72,416.66,563974
20,2023-05-01 11:10:00-04:00,416.66,416.44,545974
21,2023-05-01 11:15:00-04:00,416.44,416.06,907935
22,2023-05-01 11:20:00-04:00,416.06,415.72,540389
23,2023-05-01 11:25:00-04:00,415.71,415.86,602639
24,2023-05-01 11:30:00-04:00,415.85,415.91,394989
25,2023-05-01 11:35:00-04:00,415.92,416.01,454151
26,2023-05-01 11:40:00-04:00,416.0,416.13,388055
27,2023-05-01 11:45:00-04:00,416.13,416.16,344371
28,2023-05-01 11:50:00-04:00,416.17,416.15,514174
29,2023-05-01 11:55:00-04:00,416.15,416.35,484899
30,2023-05-01 12:00:00-04:00,416.33,416.58,362973
31,2023-05-01 12:05:00-04:00,416.59,416.62,392623
32,2023-05-01 12:10:00-04:00,416.62,416.58,392836
33,2023-05-01 12:15:00-04:00,416.57,416.67,266408
34,2023-05-01 12:20:00-04:00,416.67,416.71,283073
35,2023-05-01 12:25:00-04:00,416.72,416.81,324623
36,2023-05-01 12:30:00-04:00,416.8,417.2,820779
37,2023-05-01 12:35:00-04:00,417.21,417.42,499651
38,2023-05-01 12:40:00-04:00,417.41,417.22,546153
39,2023-05-01 12:45:00-04:00,417.2,417.01,354275
40,2023-05-01 12:50:00-04:00,416.99,417.15,248577
41,2023-05-01 12:55:00-04:00,417.15,417.16,340516
42,2023-05-01 13:00:00-04:00,417.19,417.06,337873
43,2023-05-01 13:05:00-04:00,417.06,417.12,276686
44,2023-05-01 13:10:00-04:00,417.13,417.16,245754
45,2023-05-01 13:15:00-04:00,417.15,417.04,302060
46,2023-05-01 13:20:00-04:00,417.03,417.17,226756
47,2023-05-01 13:25:00-04:00,417.17,416.83,327328
48,2023-05-01 13:30:00-04:00,416.84,416.94,418702
49,2023-05-01 13:35:00-04:00,416.94,416.81,292927
50,2023-05-01 13:40:00-04:00,416.82,416.9,478637
51,2023-05-01 13:45:00-04:00,416.89,417.01,257906
52,2023-05-01 13:50:00-04:00,417.0,416.9,229615
53,2023-05-01 13:55:00-04:00,416.9,417.03,265496
54,2023-05-01 14:00:00-04:00,417.03,416.89,638222
55,2023-05-01 14:05:00-04:00,416.88,416.96,529351
56,2023-05-01 14:10:00-04:00,416.97,416.72,333798
57,2023-05-01 14:15:00-04:00,416.71,416.58,379806
58,2023-05-01 14:20:00-04:00,416.59,416.53,538317
59,2023-05-01 14:25:00-04:00,416.52,416.56,374238
60,2023-05-01 14:30:00-04:00,416.57,415.67,803720
61,2023-05-01 14:35:00-04:00,415.68,415.75,1050890
62,2023-05-01 14:40:00-04:00,415.75,415.92,684344
63,2023-05-01 14:45:00-04:00,415.92,415.88,359369
64,2023-05-01 14:50:00-04:00,415.89,415.92,511145
65,2023-05-01 14:55:00-04:00,415.92,416.08,504879
66,2023-05-01 15:00:00-04:00,416.08,415.88,502602
67,2023-05-01 15:05:00-04:00,415.89,415.96,460782
68,2023-05-01 15:10:00-04:00,415.97,415.92,508510
69,2023-05-01 15:15:00-04:00,415.91,415.77,550427
70,2023-05-01 15:20:00-04:00,415.78,415.9,705358
71,2023-05-01 15:25:00-04:00,415.91,415.8,532027
72,2023-05-01 15:30:00-04:00,415.8,415.74,615402
73,2023-05-01 15:35:00-04:00,415.74,415.35,988636
74,2023-05-01 15:40:00-04:00,415.35,415.62,841119
75,2023-05-01 15:45:00-04:00,415.61,415.9,1052730
76,2023-05-01 15:50:00-04:00,415.91,415.79,1964476
77,2023-05-01 15:55:00-04:00,415.77,415.52,3359057
78,2023-05-02 09:30:00-04:00,414.77,414.29,1704148
79,2023-05-02 09:35:00-04:00,414.28,414.11,915356
80,2023-05-02 09:40:00-04:00,414.11,414.02,650467
81,2023-05-02 09:45:00-04:00,414.02,413.98,672814
82,2023-05-02 09:50:00-04:00,413.97,413.9,730906
83,2023-05-02 09:55:00-04:00,413.9,413.84,563887
84,2023-05-02 10:00:00-04:00,413.89,413.28,1043487
85,2023-05-02 10:05:00-04:00,413.3,412.78,1393604
86,2023-05-02 10:10:00-04:00,412.78,412.04,1731457
87,2023-05-02 10:15:00-04:00,412.03,411.97,1415332
88,2023-05-02 10:20:00-04:00,411.97,411.03,1795041
89,2023-05-02 10:25:00-04:00,411.04,410.98,1600995
90,2023-05-02 10:30:00-04:00,410.98,410.18,1977725
91,2023-05-02 10:35:00-04:00,410.17,409.89,2011953
92,2023-05-02 10:40:00-04:00,409.89,409.89,1552262
93,2023-05-02 10:45:00-04:00,409.89,409.65,1273362
94,2023-05-02 10:50:00-04:00,409.63,409.36,1726247
95,2023-05-02 10:55:00-04:00,409.35,409.09,1279892
96,2023-05-02 11:00:00-04:00,409.07,408.81,2367508
97,2023-05-02 11:05:00-04:00,408.81,408.76,1301294
98,2023-05-02 11:10:00-04:00,408.75,408.69,989064
99,2023-05-02 11:15:00-04:00,408.68,408.55,1206880
100,2023-05-02 11:20:00-04:00,408.55,408.51,1064039
101,2023-05-02 11:25:00-04:00,408.51,408.42,856212
102,2023-05-02 11:30:00-04:00,408.42,408.32,1497295
103,2023-05-02 11:35:00-04:00,408.33,408.66,1073879
104,2023-05-02 11:40:00-04:00,408.67,409.12,1294948
105,2023-05-02 11:45:00-04:00,409.13,409.28,1016328
106,2023-05-02 11:50:00-04:00,409.27,408.81,1041760
107,2023-05-02 11:55:00-04:00,408.79,408.71,510615
108,2023-05-02 12:00:00-04:00,408.69,408.68,448406
109,2023-05-02 12:05:00-04:00,408.67,408.83,480926
110,2023-05-02 12:10:00-04:00,408.83,409.03,417577
111,2023-05-02 12:15:00-04:00,409.03,408.99,600095
112,2023-05-02 12:20:00-04:00,408.98,409.06,497028
113,2023-05-02 12:25:00-04:00,409.06,409.31,511794
114,2023-05-02 12:30:00-04:00,409.32,409.14,523752
115,2023-05-02 12:35:00-04:00,409.15,409.36,783109
116,2023-05-02 12:40:00-04:00,409.36,409.45,413142
117,2023-05-02 12:45:00-04:00,409.44,409.38,552501
118,2023-05-02 12:50:00-04:00,409.37,409.67,582569
119,2023-05-02 12:55:00-04:00,409.66,409.67,670012
120,2023-05-02 13:00:00-04:00,409.66,409.81,654246
121,2023-05-02 13:05:00-04:00,409.8,409.83,581687
122,2023-05-02 13:10:00-04:00,409.84,409.8,459224
123,2023-05-02 13:15:00-04:00,409.79,409.98,695108
124,2023-05-02 13:20:00-04:00,409.99,410.19,388826
125,2023-05-02 13:25:00-04:00,410.18,410.25,672347
126,2023-05-02 13:30:00-04:00,410.25,410.23,769376
127,2023-05-02 13:35:00-04:00,410.23,410.47,494915
128,2023-05-02 13:40:00-04:00,410.47,410.51,379545
129,2023-05-02 13:45:00-04:00,410.51,410.8,559867
130,2023-05-02 13:50:00-04:00,410.8,411.1,843005
131,2023-05-02 13:55:00-04:00,411.11,410.82,873223
132,2023-05-02 14:00:00-04:00,410.83,410.49,1022691
133,2023-05-02 14:05:00-04:00,410.48,410.48,561394
134,2023-05-02 14:10:00-04:00,410.48,409.92,999231
135,2023-05-02 14:15:00-04:00,409.91,410.3,683135
136,2023-05-02 14:20:00-04:00,410.29,410.05,599341
137,2023-05-02 14:25:00-04:00,410.05,410.21,410883
138,2023-05-02 14:30:00-04:00,410.22,410.17,555594
139,2023-05-02 14:35:00-04:00,410.17,410.5,441797
140,2023-05-02 14:40:00-04:00,410.5,410.47,506033
141,2023-05-02 14:45:00-04:00,410.47,410.87,693747
142,2023-05-02 14:50:00-04:00,410.87,410.98,750112
143,2023-05-02 14:55:00-04:00,410.99,411.08,616381
144,2023-05-02 15:00:00-04:00,411.08,410.8,835053
145,2023-05-02 15:05:00-04:00,410.8,411.08,544570
146,2023-05-02 15:10:00-04:00,411.07,411.45,1097523
147,2023-05-02 15:15:00-04:00,411.45,411.15,1194174
148,2023-05-02 15:20:00-04:00,411.15,411.17,810070
149,2023-05-02 15:25:00-04:00,411.17,411.34,877432
150,2023-05-02 15:30:00-04:00,411.34,410.82,984911
151,2023-05-02 15:35:00-04:00,410.82,410.99,1138264
152,2023-05-02 15:40:00-04:00,410.99,410.97,1490950
153,2023-05-02 15:45:00-04:00,410.97,410.57,1891231
154,2023-05-02 15:50:00-04:00,410.58,411.19,2135291
155,2023-05-02 15:55:00-04:00,411.19,410.87,3737178
156,2023-05-03 09:30:00-04:00,411.36,411.43,1088499
157,2023-05-03 09:35:00-04:00,411.42,411.52,629579
158,2023-05-03 09:40:00-04:00,411.5,411.62,545848
159,2023-05-03 09:45:00-04:00,411.65,411.9,704340
160,2023-05-03 09:50:00-04:00,411.9,412.36,1180406
161,2023-05-03 09:55:00-04:00,412.37,412.19,518345
162,2023-05-03 10:00:00-04:00,412.21,412.08,635365
163,2023-05-03 10:05:00-04:00,412.09,412.08,403262
164,2023-05-03 10:10:00-04:00,412.07,411.59,597228
165,2023-05-03 10:15:00-04:00,411.61,411.74,494033
166,2023-05-03 10:20:00-04:00,411.75,411.95,536636
167,2023-05-03 10:25:00-04:00,411.95,411.45,450024
168,2023-05-03 10:30:00-04:00,411.43,411.48,710690
169,2023-05-03 10:35:00-04:00,411.48,411.15,474326
170,2023-05-03 10:40:00-04:00,411.14,411.06,480315
171,2023-05-03 10:45:00-04:00,411.06,411.0,941685
172,2023-05-03 10:50:00-04:00,411.0,410.68,611479
173,2023-05-03 10:55:00-04:00,410.69,410.9,473549
174,2023-05-03 11:00:00-04:00,410.87,410.71,530578
175,2023-05-03 11:05:00-04:00,410.74,410.46,541800
176,2023-05-03 11:10:00-04:00,410.46,410.61,387446
177,2023-05-03 11:15:00-04:00,410.61,410.73,370502
178,2023-05-03 11:20:00-04:00,410.75,410.87,344194
179,2023-05-03 11:25:00-04:00,410.86,410.64,395628
180,2023-05-03 11:30:00-04:00,410.64,410.81,423513
181,2023-05-03 11:35:00-04:00,410.8,410.96,505226
182,2023-05-03 11:40:00-04:00,410.97,410.81,304598
183,2023-05-03 11:45:00-04:00,410.82,411.01,277858
184,2023-05-03 11:50:00-04:00,411.02,411.1,284469
185,2023-05-03 11:55:00-04:00,411.1,411.49,648806
186,2023-05-03 12:00:00-04:00,411.5,411.54,230720
187,2023-05-03 12:05:00-04:00,411.54,411.54,348689
188,2023-05-03 12:10:00-04:00,411.54,411.45,314923
189,2023-05-03 12:15:00-04:00,411.45,411.19,357476
190,2023-05-03 12:20:00-04:00,411.18,411.52,441860
191,2023-05-03 12:25:00-04:00,411.52,411.75,305788
192,2023-05-03 12:30:00-04:00,411.76,411.62,357755
193,2023-05-03 12:35:00-04:00,411.63,411.55,214416
194,2023-05-03 12:40:00-04:00,411.56,411.63,251875
195,2023-05-03 12:45:00-04:00,411.65,411.74,213092
196,2023-05-03 12:50:00-04:00,411.75,411.9,267575
197,2023-05-03 12:55:00-04:00,411.9,412.15,283002
198,2023-05-03 13:00:00-04:00,412.16,412.17,342029
199,2023-05-03 13:05:00-04:00,412.18,412.0,411562
200,2023-05-03 13:10:00-04:00,412.0,412.07,308527
201,2023-05-03 13:15:00-04:00,412.07,412.16,263919
202,2023-05-03 13:20:00-04:00,412.16,412.26,287378
203,2023-05-03 13:25:00-04:00,412.26,412.43,393817
204,2023-05-03 13:30:00-04:00,412.44,412.31,471496
205,2023-05-03 13:35:00-04:00,412.3,412.19,418002
206,2023-05-03 13:40:00-04:00,412.19,412.28,383370
207,2023-05-03 13:45:00-04:00,412.29,412.09,436463
208,2023-05-03 13:50:00-04:00,412.08,412.04,355341
209,2023-05-03 13:55:00-04:00,412.04,412.12,645869
210,2023-05-03 14:00:00-04:00,412.11,412.02,3293859
211,2023-05-03 14:05:00-04:00,412.02,411.83,1397914
212,2023-05-03 14:10:00-04:00,411.82,412.09,1047253
213,2023-05-03 14:15:00-04:00,412.09,412.5,763378
214,2023-05-03 14:20:00-04:00,412.51,412.84,753921
215,2023-05-03 14:25:00-04:00,412.84,412.57,707888
216,2023-05-03 14:30:00-04:00,412.57,411.78,1608857
217,2023-05-03 14:35:00-04:00,411.79,412.64,3941150
218,2023-05-03 14:40:00-04:00,412.65,412.09,2278619
219,2023-05-03 14:45:00-04:00,412.1,411.94,1152326
220,2023-05-03 14:50:00-04:00,411.87,411.79,1652685
221,2023-05-03 14:55:00-04:00,411.76,412.18,1284024
222,2023-05-03 15:00:00-04:00,412.2,412.01,1151892
223,2023-05-03 15:05:00-04:00,411.99,410.85,2535977
224,2023-05-03 15:10:00-04:00,410.84,409.85,2082248
225,2023-05-03 15:15:00-04:00,409.84,409.98,1814318
226,2023-05-03 15:20:00-04:00,409.99,409.96,2406187
227,2023-05-03 15:25:00-04:00,409.94,408.83,1320101
228,2023-05-03 15:30:00-04:00,408.82,408.77,1917142
229,2023-05-03 15:35:00-04:00,408.77,408.5,1361975
230,2023-05-03 15:40:00-04:00,408.49,408.38,1834817
231,2023-05-03 15:45:00-04:00,408.37,408.12,1838709
232,2023-05-03 15:50:00-04:00,408.13,408.24,2352117
233,2023-05-03 15:55:00-04:00,408.23,407.99,3958800
234,2023-05-04 09:30:00-04:00,406.93,407.12,1633863
235,2023-05-04 09:35:00-04:00,407.11,406.4,1152654
236,2023-05-04 09:40:00-04:00,406.36,405.19,1261575
237,2023-05-04 09:45:00-04:00,405.19,405.25,1633926
238,2023-05-04 09:50:00-04:00,405.26,405.88,1538414
239,2023-05-04 09:55:00-04:00,405.88,405.6,1255382
240,2023-05-04 10:00:00-04:00,405.61,405.71,1027363
241,2023-05-04 10:05:00-04:00,405.7,405.53,928704
242,2023-05-04 10:10:00-04:00,405.53,405.51,724161
243,2023-05-04 10:15:00-04:00,405.49,405.15,2170610
244,2023-05-04 10:20:00-04:00,405.14,404.71,1428924
245,2023-05-04 10:25:00-04:00,404.71,404.02,1263944
246,2023-05-04 10:30:00-04:00,404.03,404.38,1533016
247,2023-05-04 10:35:00-04:00,404.37,404.1,1049315
248,2023-05-04 10:40:00-04:00,404.1,404.32,1042193
249,2023-05-04 10:45:00-04:00,404.31,404.95,1732434
250,2023-05-04 10:50:00-04:00,404.93,405.39,909264
251,2023-05-04 10:55:00-04:00,405.4,404.87,777743
252,2023-05-04 11:00:00-04:00,404.86,404.9,937982
253,2023-05-04 11:05:00-04:00,404.87,406.09,1374693
254,2023-05-04 11:10:00-04:00,406.1,406.16,1143073
255,2023-05-04 11:15:00-04:00,406.17,405.51,953662
