,Model,Analyzer,Action,Date,Time,Price,TradeNumber,Profit
0,Basic,basic,GOSHORT,2023-10-18,09_30_00,434.65,1,-0.1999999999999886
1,Crossover,basic,GOLONG,2023-08-23,10_00_00,440.64,2,0.2300000000000182
2,Crossover,basic,GOSHORT,2023-08-23,10_05_00,440.87,2,0.2300000000000182
3,Crossover,basic,GOLONG,2023-08-23,10_10_00,441.07,3,-0.1999999999999886
4,Crossover,basic,GOSHORT,2023-08-23,10_20_00,440.99,4,-0.079999999999984
5,Crossover,basic,GOLONG,2023-08-23,10_30_00,441.06,5,-0.0699999999999931
6,Crossover,basic,GOSHORT,2023-08-23,10_40_00,441.42,6,0.3600000000000136
7,Crossover,basic,GOLONG,2023-08-23,10_45_00,441.84,7,-0.4199999999999591
8,Crossover,basic,GOSHORT,2023-08-23,10_50_00,441.78,8,-0.0600000000000022
9,Crossover,basic,GOLONG,2023-08-23,11_05_00,441.84,9,-0.0600000000000022
10,Crossover,basic,GOSHORT,2023-08-23,11_15_00,441.94,10,0.1000000000000227
11,Crossover,basic,GOLONG,2023-08-23,11_25_00,442.15,11,-0.2099999999999795
12,Crossover,basic,SELL,2023-08-23,11_30_00,442.07,12,-0.079999999999984
13,Crossover,basic,GOSHORT,2023-08-23,11_35_00,442.0,13,0.160000000000025
14,Crossover,basic,GOLONG,2023-08-23,11_45_00,441.84,13,0.160000000000025
15,Crossover,basic,GOSHORT,2023-08-23,12_10_00,442.18,14,0.3400000000000318
16,Crossover,basic,GOLONG,2023-08-23,12_20_00,442.05,15,0.1299999999999954
17,Crossover,basic,GOSHORT,2023-08-23,12_25_00,442.07,16,0.0199999999999818
18,Crossover,basic,GOLONG,2023-08-23,13_00_00,442.48,17,-0.410000000000025
19,Crossover,basic,GOSHORT,2023-08-23,13_10_00,442.63,18,0.1499999999999772
20,Crossover,basic,BUY,2023-08-23,13_20_00,443.21,19,-0.5799999999999841
21,Crossover,basic,GOLONG,2023-08-23,13_25_00,443.22,20,0.1799999999999499
22,Crossover,basic,GOSHORT,2023-08-23,13_30_00,443.4,20,0.1799999999999499
23,Crossover,basic,BUY,2023-08-23,13_50_00,443.52,21,-0.1200000000000045
24,Crossover,basic,GOSHORT,2023-08-23,13_55_00,443.55,22,0.0600000000000022
25,Crossover,basic,GOLONG,2023-08-23,14_00_00,443.49,22,0.0600000000000022
26,Crossover,basic,GOSHORT,2023-08-23,14_10_00,443.12,23,-0.3700000000000045
27,Crossover,basic,GOLONG,2023-08-23,14_15_00,442.92,24,0.1999999999999886
28,Crossover,basic,GOSHORT,2023-08-23,14_20_00,443.04,25,0.1200000000000045
29,Crossover,basic,GOLONG,2023-08-23,14_30_00,442.83,26,0.2100000000000363
30,Crossover,basic,GOSHORT,2023-08-23,14_40_00,442.57,27,-0.2599999999999909
31,Crossover,basic,GOLONG,2023-08-23,14_45_00,442.68,28,-0.1100000000000136
32,Crossover,basic,GOSHORT,2023-08-23,14_50_00,442.79,29,0.1100000000000136
33,Crossover,basic,GOLONG,2023-08-23,15_10_00,442.98,30,-0.1899999999999977
34,Crossover,basic,GOSHORT,2023-08-23,15_15_00,443.01,31,0.0299999999999727
35,Crossover,basic,GOLONG,2023-08-23,15_30_00,443.09,32,-0.079999999999984
36,Crossover,basic,GOSHORT,2023-08-23,15_35_00,443.18,33,0.0900000000000318
37,Crossover,basic,GOLONG,2023-08-23,15_40_00,443.29,34,-0.1100000000000136
38,Crossover,basic,GOSHORT,2023-08-24,10_00_00,444.91,35,1.9500000000000453
39,Crossover,basic,BUY,2023-08-24,10_15_00,442.96,35,1.9500000000000453
40,Crossover,basic,GOSHORT,2023-08-24,10_20_00,442.51,36,1.2799999999999727
41,Crossover,basic,GOLONG,2023-08-24,10_45_00,441.23,36,1.2799999999999727
42,Crossover,basic,GOSHORT,2023-08-24,10_50_00,441.67,37,0.4399999999999977
43,Crossover,basic,GOLONG,2023-08-24,12_05_00,439.74,38,1.9300000000000068
44,Crossover,basic,GOSHORT,2023-08-24,12_10_00,440.18,39,0.4399999999999977
45,Crossover,basic,GOLONG,2023-08-24,12_55_00,439.89,40,0.2900000000000204
46,Crossover,basic,GOSHORT,2023-08-24,13_00_00,439.6,41,-0.2899999999999636
47,Crossover,basic,BUY,2023-08-24,13_05_00,439.98,42,-0.3799999999999954
48,Crossover,basic,GOSHORT,2023-08-24,13_10_00,439.78,43,0.6499999999999773
49,Crossover,basic,GOLONG,2023-08-24,13_25_00,439.13,43,0.6499999999999773
50,Crossover,basic,GOSHORT,2023-08-24,13_30_00,439.18,44,0.0500000000000113
51,Crossover,basic,GOLONG,2023-08-24,13_45_00,439.38,45,-0.1999999999999886
52,Crossover,basic,GOSHORT,2023-08-24,13_50_00,439.24,46,-0.1399999999999863
53,Crossover,basic,BUY,2023-08-24,14_00_00,439.45,47,-0.2099999999999795
54,Crossover,basic,GOSHORT,2023-08-24,14_05_00,439.47,48,0.3100000000000023
55,Crossover,basic,GOLONG,2023-08-24,14_15_00,439.16,48,0.3100000000000023
56,Crossover,basic,GOSHORT,2023-08-24,14_20_00,439.37,49,0.2099999999999795
57,Crossover,basic,GOLONG,2023-08-24,14_25_00,439.15,50,0.2200000000000272
58,Crossover,basic,GOSHORT,2023-08-24,14_30_00,439.24,51,0.0900000000000318
59,Crossover,basic,GOLONG,2023-08-24,14_45_00,438.72,52,0.5199999999999818
60,Crossover,basic,GOSHORT,2023-08-24,14_50_00,438.7,53,-0.0200000000000386
61,Crossover,basic,GOLONG,2023-08-24,15_25_00,438.69,54,0.0099999999999909
62,Crossover,basic,GOSHORT,2023-08-24,15_35_00,438.16,55,-0.5299999999999727
63,Crossover,basic,GOSHORT,2023-08-25,10_00_00,439.2,56,1.2199999999999704
64,Crossover,basic,BUY,2023-08-25,10_05_00,437.98,56,1.2199999999999704
65,Crossover,basic,GOLONG,2023-08-25,10_10_00,439.81,57,-0.6899999999999977
66,Crossover,basic,SELL,2023-08-25,10_15_00,439.12,57,-0.6899999999999977
67,Crossover,basic,GOLONG,2023-08-25,10_20_00,437.87,58,-0.2800000000000295
68,Crossover,basic,GOSHORT,2023-08-25,10_25_00,437.59,58,-0.2800000000000295
69,Crossover,basic,BUY,2023-08-25,10_55_00,435.25,59,2.339999999999975
70,Crossover,basic,GOSHORT,2023-08-25,11_00_00,435.47,60,-1.0499999999999543
71,Crossover,basic,BUY,2023-08-25,11_15_00,436.52,60,-1.0499999999999543
72,Crossover,basic,GOSHORT,2023-08-25,11_25_00,438.03,61,0.1499999999999772
73,Crossover,basic,GOLONG,2023-08-25,11_30_00,437.88,61,0.1499999999999772
74,Crossover,basic,GOSHORT,2023-08-25,11_35_00,438.6,62,0.7200000000000273
75,Crossover,basic,BUY,2023-08-25,11_40_00,438.3,63,0.3000000000000113
76,Crossover,basic,GOSHORT,2023-08-25,11_45_00,438.1,64,0.2200000000000272
77,Crossover,basic,GOLONG,2023-08-25,12_10_00,437.88,64,0.2200000000000272
78,Crossover,basic,GOSHORT,2023-08-25,12_15_00,437.78,65,-0.1000000000000227
79,Crossover,basic,GOLONG,2023-08-25,12_45_00,438.72,66,-0.9400000000000546
80,Crossover,basic,GOSHORT,2023-08-25,12_50_00,438.02,67,-0.7000000000000455
81,Crossover,basic,BUY,2023-08-25,13_00_00,438.65,68,-0.6299999999999955
82,Crossover,basic,GOSHORT,2023-08-25,13_05_00,438.48,69,-1.1200000000000043
83,Crossover,basic,GOLONG,2023-08-25,14_15_00,439.6,69,-1.1200000000000043
84,Crossover,basic,GOSHORT,2023-08-25,14_20_00,439.9,70,0.2999999999999545
85,Crossover,basic,BUY,2023-08-25,14_40_00,440.03,71,-0.1299999999999954
86,Crossover,basic,GOLONG,2023-08-25,14_50_00,440.62,72,0.1599999999999681
87,Crossover,basic,SELL,2023-08-25,14_55_00,440.78,72,0.1599999999999681
88,Crossover,basic,GOSHORT,2023-08-25,15_00_00,440.68,73,-0.25
89,Crossover,basic,GOLONG,2023-08-25,15_25_00,440.93,73,-0.25
90,Crossover,basic,GOSHORT,2023-08-25,15_30_00,440.83,74,-0.1000000000000227
91,Crossover,basic,BUY,2023-08-25,15_35_00,440.56,75,0.2699999999999818
92,Crossover,basic,GOLONG,2023-08-25,15_40_00,440.79,76,-0.6200000000000045
93,Crossover,basic,GOSHORT,2023-08-25,15_45_00,440.17,76,-0.6200000000000045
94,Crossover,basic,GOSHORT,2023-08-28,10_00_00,442.59,77,0.1099999999999568
95,Crossover,basic,GOLONG,2023-08-28,10_15_00,442.48,77,0.1099999999999568
96,Crossover,basic,GOSHORT,2023-08-28,10_20_00,443.09,78,0.6099999999999568
97,Crossover,basic,GOLONG,2023-08-28,10_40_00,442.25,79,0.839999999999975
98,Crossover,basic,GOSHORT,2023-08-28,10_45_00,442.1,80,-0.1499999999999772
99,Crossover,basic,GOLONG,2023-08-28,11_15_00,441.43,81,0.6700000000000159
100,Crossover,basic,GOSHORT,2023-08-28,11_20_00,441.44,82,0.0099999999999909
101,Crossover,basic,GOLONG,2023-08-28,11_35_00,441.85,83,-0.410000000000025
102,Crossover,basic,GOSHORT,2023-08-28,11_40_00,441.23,84,-0.6200000000000045
103,Crossover,basic,BUY,2023-08-28,11_45_00,441.06,85,0.1700000000000159
104,Crossover,basic,GOSHORT,2023-08-28,11_50_00,441.19,86,0.0600000000000022
105,Crossover,basic,BUY,2023-08-28,12_20_00,441.13,86,0.0600000000000022
106,Crossover,basic,GOSHORT,2023-08-28,12_25_00,441.21,87,-0.0100000000000477
107,Crossover,basic,BUY,2023-08-28,12_30_00,441.22,87,-0.0100000000000477
108,Crossover,basic,GOSHORT,2023-08-28,12_35_00,441.59,88,-0.160000000000025
109,Crossover,basic,BUY,2023-08-28,12_40_00,441.75,88,-0.160000000000025
110,Crossover,basic,GOLONG,2023-08-28,12_45_00,441.69,89,0.410000000000025
111,Crossover,basic,GOSHORT,2023-08-28,12_50_00,442.1,89,0.410000000000025
112,Crossover,basic,GOLONG,2023-08-28,13_05_00,442.86,90,-0.7599999999999909
113,Crossover,basic,GOSHORT,2023-08-28,13_10_00,442.79,91,-0.0699999999999931
114,Crossover,basic,BUY,2023-08-28,13_15_00,442.63,92,0.160000000000025
115,Crossover,basic,GOSHORT,2023-08-28,13_20_00,442.77,93,0.0199999999999818
116,Crossover,basic,GOLONG,2023-08-28,13_30_00,442.75,93,0.0199999999999818
117,Crossover,basic,GOSHORT,2023-08-28,13_35_00,442.45,94,-0.3000000000000113
118,Crossover,basic,GOLONG,2023-08-28,13_45_00,442.16,95,0.2899999999999636
119,Crossover,basic,GOSHORT,2023-08-28,14_00_00,441.15,96,-1.0100000000000475
120,Crossover,basic,BUY,2023-08-28,14_20_00,441.12,97,0.0299999999999727
121,Crossover,basic,GOSHORT,2023-08-28,14_25_00,441.26,98,-0.1500000000000341
122,Crossover,basic,GOLONG,2023-08-28,14_35_00,441.41,98,-0.1500000000000341
123,Crossover,basic,GOSHORT,2023-08-28,14_45_00,441.64,99,0.2299999999999613
124,Crossover,basic,GOLONG,2023-08-28,15_05_00,442.31,100,-0.6700000000000159
125,Crossover,basic,GOSHORT,2023-08-28,15_10_00,442.02,101,-0.2900000000000204
126,Crossover,basic,BUY,2023-08-28,15_20_00,441.6,102,0.4199999999999591
127,Crossover,basic,GOSHORT,2023-08-28,15_25_00,441.79,103,0.0
128,Crossover,basic,GOSHORT,2023-08-29,10_00_00,444.99,104,-0.0399999999999636
129,Crossover,basic,BUY,2023-08-29,10_05_00,445.03,104,-0.0399999999999636
130,Crossover,basic,GOSHORT,2023-08-29,10_20_00,445.99,105,0.0400000000000204
131,Crossover,basic,GOLONG,2023-08-29,10_25_00,445.95,105,0.0400000000000204
132,Crossover,basic,GOSHORT,2023-08-29,10_30_00,446.61,106,0.660000000000025
133,Crossover,basic,BUY,2023-08-29,10_45_00,445.88,107,0.7300000000000182
134,Crossover,basic,GOSHORT,2023-08-29,10_50_00,445.72,108,-0.2199999999999704
135,Crossover,basic,GOLONG,2023-08-29,11_00_00,445.94,108,-0.2199999999999704
136,Crossover,basic,GOSHORT,2023-08-29,11_10_00,446.45,109,0.5099999999999909
137,Crossover,basic,GOLONG,2023-08-29,11_20_00,446.85,110,-0.4000000000000341
138,Crossover,basic,GOSHORT,2023-08-29,11_25_00,446.86,111,0.0099999999999909
139,Crossover,basic,BUY,2023-08-29,11_30_00,447.29,112,-0.4300000000000068
140,Crossover,basic,GOSHORT,2023-08-29,11_35_00,447.72,113,-0.1599999999999681
141,Crossover,basic,GOLONG,2023-08-29,11_40_00,447.88,113,-0.1599999999999681
142,Crossover,basic,GOSHORT,2023-08-29,11_45_00,447.57,114,-0.3100000000000023
143,Crossover,basic,BUY,2023-08-29,11_55_00,447.62,115,-0.0500000000000113
144,Crossover,basic,GOSHORT,2023-08-29,12_00_00,447.72,116,-0.1099999999999568
145,Crossover,basic,GOLONG,2023-08-29,12_15_00,447.83,116,-0.1099999999999568
146,Crossover,basic,GOSHORT,2023-08-29,12_20_00,448.23,117,0.4000000000000341
147,Crossover,basic,BUY,2023-08-29,12_25_00,448.33,118,-0.0999999999999659
148,Crossover,basic,GOLONG,2023-08-29,12_30_00,448.34,119,-0.3299999999999841
149,Crossover,basic,GOSHORT,2023-08-29,12_35_00,448.01,119,-0.3299999999999841
150,Crossover,basic,GOLONG,2023-08-29,12_40_00,447.97,120,0.0399999999999636
151,Crossover,basic,GOSHORT,2023-08-29,12_45_00,447.74,121,-0.2300000000000182
152,Crossover,basic,GOLONG,2023-08-29,12_50_00,447.9,122,-0.1599999999999681
153,Crossover,basic,GOSHORT,2023-08-29,12_55_00,448.04,123,0.1400000000000432
154,Crossover,basic,GOLONG,2023-08-29,14_40_00,448.71,124,-0.6699999999999591
155,Crossover,basic,GOSHORT,2023-08-29,14_45_00,448.62,125,-0.0899999999999749
156,Crossover,basic,GOLONG,2023-08-29,14_50_00,448.5,126,0.1200000000000045
157,Crossover,basic,GOSHORT,2023-08-29,14_55_00,448.53,127,0.0299999999999727
158,Crossover,basic,GOLONG,2023-08-29,15_00_00,448.5,128,0.0299999999999727
159,Crossover,basic,GOSHORT,2023-08-29,15_05_00,448.44,129,-0.0600000000000022
160,Crossover,basic,BUY,2023-08-29,15_10_00,448.66,130,-0.2200000000000272
161,Crossover,basic,GOSHORT,2023-08-29,15_15_00,448.97,131,-0.0499999999999545
162,Crossover,basic,GOLONG,2023-08-29,15_20_00,449.02,131,-0.0499999999999545
163,Crossover,basic,GOSHORT,2023-08-29,15_35_00,448.97,132,-0.0499999999999545
164,Crossover,basic,GOSHORT,2023-08-30,10_00_00,451.15,133,0.5199999999999818
165,Crossover,basic,GOLONG,2023-08-30,10_15_00,450.63,133,0.5199999999999818
166,Crossover,basic,GOSHORT,2023-08-30,10_20_00,449.82,134,-0.8100000000000023
167,Crossover,basic,GOLONG,2023-08-30,10_25_00,449.28,135,0.5400000000000205
168,Crossover,basic,GOSHORT,2023-08-30,10_30_00,450.13,136,0.8500000000000227
169,Crossover,basic,GOLONG,2023-08-30,10_40_00,449.91,137,0.2199999999999704
170,Crossover,basic,GOSHORT,2023-08-30,10_45_00,449.86,138,-0.0500000000000113
171,Crossover,basic,GOLONG,2023-08-30,11_25_00,450.48,139,-0.6200000000000045
172,Crossover,basic,GOSHORT,2023-08-30,11_30_00,450.65,140,0.169999999999959
173,Crossover,basic,GOLONG,2023-08-30,11_35_00,450.99,141,-0.3400000000000318
174,Crossover,basic,GOSHORT,2023-08-30,11_45_00,450.83,142,-0.160000000000025
175,Crossover,basic,GOLONG,2023-08-30,12_05_00,451.08,143,-0.25
176,Crossover,basic,GOSHORT,2023-08-30,12_15_00,451.32,144,0.2400000000000091
177,Crossover,basic,GOLONG,2023-08-30,13_05_00,451.19,145,0.1299999999999954
178,Crossover,basic,GOSHORT,2023-08-30,13_10_00,451.28,146,0.0899999999999749
179,Crossover,basic,GOLONG,2023-08-30,13_15_00,451.23,147,0.0499999999999545
180,Crossover,basic,GOSHORT,2023-08-30,13_20_00,451.09,148,-0.1400000000000432
181,Crossover,basic,GOLONG,2023-08-30,13_25_00,450.93,149,0.1599999999999681
182,Crossover,basic,GOSHORT,2023-08-30,13_30_00,451.27,150,0.339999999999975
183,Crossover,basic,GOLONG,2023-08-30,13_35_00,451.31,151,-0.0400000000000204
184,Crossover,basic,GOSHORT,2023-08-30,13_40_00,451.25,152,-0.0600000000000022
185,Crossover,basic,BUY,2023-08-30,13_55_00,450.74,153,0.5099999999999909
186,Crossover,basic,GOSHORT,2023-08-30,14_00_00,450.53,154,-0.1200000000000045
187,Crossover,basic,GOLONG,2023-08-30,14_10_00,450.65,154,-0.1200000000000045
188,Crossover,basic,GOSHORT,2023-08-30,14_15_00,450.5,155,-0.1499999999999772
189,Crossover,basic,GOLONG,2023-08-30,14_40_00,451.08,156,-0.5799999999999841
190,Crossover,basic,GOSHORT,2023-08-30,14_45_00,450.93,157,-0.1499999999999772
191,Crossover,basic,GOLONG,2023-08-30,14_50_00,450.99,158,-0.0600000000000022
192,Crossover,basic,GOSHORT,2023-08-30,15_00_00,451.34,159,0.3499999999999659
193,Crossover,basic,GOLONG,2023-08-30,15_05_00,451.2,160,0.1399999999999863
194,Crossover,basic,GOSHORT,2023-08-30,15_10_00,451.25,161,0.0500000000000113
195,Crossover,basic,GOSHORT,2023-08-31,10_00_00,452.19,162,0.0600000000000022
196,Crossover,basic,GOLONG,2023-08-31,10_05_00,452.13,162,0.0600000000000022
197,Crossover,basic,GOSHORT,2023-08-31,10_10_00,452.51,163,0.3799999999999954
198,Crossover,basic,BUY,2023-08-31,10_15_00,452.53,164,-0.0199999999999818
199,Crossover,basic,GOLONG,2023-08-31,10_20_00,452.4,165,0.2600000000000477
200,Crossover,basic,SELL,2023-08-31,10_25_00,452.66,165,0.2600000000000477
201,Crossover,basic,GOSHORT,2023-08-31,10_30_00,452.68,166,0.2099999999999795
202,Crossover,basic,GOLONG,2023-08-31,10_40_00,452.47,166,0.2099999999999795
203,Crossover,basic,GOSHORT,2023-08-31,10_45_00,452.37,167,-0.1000000000000227
204,Crossover,basic,GOLONG,2023-08-31,11_00_00,452.19,168,0.1800000000000068
205,Crossover,basic,GOSHORT,2023-08-31,11_05_00,452.21,169,0.0199999999999818
206,Crossover,basic,GOLONG,2023-08-31,11_15_00,452.0,170,0.2099999999999795
207,Crossover,basic,GOSHORT,2023-08-31,11_20_00,451.77,171,-0.2300000000000182
208,Crossover,basic,BUY,2023-08-31,11_40_00,451.7,172,0.0699999999999931
209,Crossover,basic,GOSHORT,2023-08-31,11_45_00,451.73,173,-0.0299999999999727
210,Crossover,basic,GOLONG,2023-08-31,12_00_00,451.76,173,-0.0299999999999727
211,Crossover,basic,GOSHORT,2023-08-31,12_05_00,452.1,174,0.3400000000000318
212,Crossover,basic,GOLONG,2023-08-31,12_10_00,452.03,175,0.07000000000005
213,Crossover,basic,GOSHORT,2023-08-31,12_15_00,451.56,176,-0.4699999999999704
214,Crossover,basic,GOLONG,2023-08-31,12_20_00,451.21,177,0.3500000000000227
215,Crossover,basic,GOSHORT,2023-08-31,12_25_00,451.34,178,0.1299999999999954
216,Crossover,basic,GOLONG,2023-08-31,12_50_00,450.7,179,0.6399999999999864
217,Crossover,basic,GOSHORT,2023-08-31,12_55_00,450.97,180,0.2700000000000386
218,Crossover,basic,GOLONG,2023-08-31,13_30_00,451.75,181,-0.7799999999999727
219,Crossover,basic,GOSHORT,2023-08-31,13_35_00,451.7,182,-0.0500000000000113
220,Crossover,basic,BUY,2023-08-31,14_10_00,451.94,183,-0.2400000000000091
221,Crossover,basic,GOLONG,2023-08-31,14_15_00,451.93,184,0.1899999999999977
222,Crossover,basic,GOSHORT,2023-08-31,14_20_00,452.12,184,0.1899999999999977
223,Crossover,basic,BUY,2023-08-31,14_30_00,451.84,185,0.2800000000000295
224,Crossover,basic,GOSHORT,2023-08-31,14_35_00,451.47,186,0.4900000000000091
225,Crossover,basic,BUY,2023-08-31,14_45_00,450.98,186,0.4900000000000091
226,Crossover,basic,GOSHORT,2023-08-31,14_50_00,450.96,187,-0.1899999999999977
227,Crossover,basic,GOLONG,2023-08-31,15_20_00,451.15,187,-0.1899999999999977
228,Crossover,basic,GOSHORT,2023-08-31,15_25_00,451.14,188,-0.0099999999999909
229,Crossover,basic,GOSHORT,2023-09-01,10_00_00,452.49,189,0.0
230,Crossover,basic,GOLONG,2023-09-01,10_05_00,452.49,189,0.0
231,Crossover,basic,SELL,2023-09-01,10_15_00,452.91,190,0.4200000000000159
232,Crossover,basic,GOSHORT,2023-09-01,10_20_00,452.57,191,2.1399999999999864
233,Crossover,basic,GOLONG,2023-09-01,11_40_00,450.43,191,2.1399999999999864
234,Crossover,basic,GOSHORT,2023-09-01,11_45_00,449.84,192,-0.5900000000000318
235,Crossover,basic,GOLONG,2023-09-01,12_10_00,450.25,193,-0.410000000000025
236,Crossover,basic,GOSHORT,2023-09-01,12_15_00,450.39,194,0.1399999999999863
237,Crossover,basic,BUY,2023-09-01,12_20_00,450.56,195,-0.1700000000000159
238,Crossover,basic,GOSHORT,2023-09-01,12_30_00,450.62,196,0.2900000000000204
239,Crossover,basic,BUY,2023-09-01,12_35_00,450.33,196,0.2900000000000204
240,Crossover,basic,GOSHORT,2023-09-01,12_40_00,450.21,197,-0.5300000000000296
241,Crossover,basic,BUY,2023-09-01,12_55_00,450.74,197,-0.5300000000000296
242,Crossover,basic,GOSHORT,2023-09-01,13_05_00,450.5,198,-0.1999999999999886
243,Crossover,basic,GOLONG,2023-09-01,13_15_00,450.7,198,-0.1999999999999886
244,Crossover,basic,GOSHORT,2023-09-01,13_20_00,450.6,199,-0.0999999999999659
245,Crossover,basic,GOLONG,2023-09-01,13_25_00,450.35,200,0.25
246,Crossover,basic,GOSHORT,2023-09-01,13_30_00,450.49,201,0.1399999999999863
247,Crossover,basic,GOLONG,2023-09-01,13_35_00,450.62,202,-0.1299999999999954
248,Crossover,basic,GOSHORT,2023-09-01,13_40_00,450.3,203,-0.3199999999999932
249,Crossover,basic,GOLONG,2023-09-01,15_00_00,450.54,204,-0.2400000000000091
250,Crossover,basic,GOSHORT,2023-09-01,15_05_00,450.63,205,0.0899999999999749
251,Crossover,basic,BUY,2023-09-01,15_35_00,450.98,206,-0.3500000000000227
252,Crossover,basic,GOSHORT,2023-09-01,15_40_00,450.97,207,0.0
253,Crossover,basic,GOSHORT,2023-09-05,10_00_00,449.46,208,-0.1200000000000045
254,Crossover,basic,GOLONG,2023-09-05,10_10_00,449.58,208,-0.1200000000000045
255,Crossover,basic,GOSHORT,2023-09-05,10_20_00,450.12,209,0.5400000000000205
256,Crossover,basic,BUY,2023-09-05,10_40_00,449.8,210,0.3199999999999932
257,Crossover,basic,GOSHORT,2023-09-05,10_45_00,450.11,211,-0.4799999999999613
258,Crossover,basic,GOLONG,2023-09-05,11_20_00,450.59,211,-0.4799999999999613
259,Crossover,basic,GOSHORT,2023-09-05,11_30_00,450.25,212,-0.339999999999975
260,Crossover,basic,GOLONG,2023-09-05,12_15_00,450.59,213,-0.339999999999975
261,Crossover,basic,GOSHORT,2023-09-05,12_25_00,450.4,214,-0.1899999999999977
262,Crossover,basic,BUY,2023-09-05,12_35_00,450.56,215,-0.160000000000025
263,Crossover,basic,GOLONG,2023-09-05,12_40_00,450.57,216,-0.1800000000000068
264,Crossover,basic,GOSHORT,2023-09-05,12_50_00,450.39,216,-0.1800000000000068
265,Crossover,basic,GOLONG,2023-09-05,13_00_00,450.02,217,0.3700000000000045
266,Crossover,basic,GOSHORT,2023-09-05,13_05_00,449.79,218,-0.2299999999999613
267,Crossover,basic,GOLONG,2023-09-05,13_40_00,449.88,219,-0.0899999999999749
268,Crossover,basic,GOSHORT,2023-09-05,13_45_00,449.89,220,0.0099999999999909
269,Crossover,basic,GOLONG,2023-09-05,14_15_00,450.25,221,-0.3600000000000136
270,Crossover,basic,GOSHORT,2023-09-05,14_20_00,450.22,222,-0.0299999999999727
271,Crossover,basic,GOLONG,2023-09-05,14_30_00,450.33,223,-0.1099999999999568
272,Crossover,basic,GOSHORT,2023-09-05,14_35_00,450.2,224,-0.1299999999999954
273,Crossover,basic,GOLONG,2023-09-05,14_40_00,450.23,225,-0.0300000000000295
274,Crossover,basic,GOSHORT,2023-09-05,14_45_00,450.38,226,0.1499999999999772
275,Crossover,basic,GOLONG,2023-09-05,15_15_00,449.8,227,0.5799999999999841
276,Crossover,basic,SELL,2023-09-05,15_20_00,449.9,228,0.0999999999999659
277,Crossover,basic,GOSHORT,2023-09-05,15_25_00,449.85,229,0.0
278,Crossover,basic,GOSHORT,2023-09-06,10_00_00,446.78,230,-0.4600000000000364
279,Crossover,basic,GOLONG,2023-09-06,10_15_00,447.24,230,-0.4600000000000364
280,Crossover,basic,GOSHORT,2023-09-06,10_20_00,446.39,231,-0.8500000000000227
281,Crossover,basic,GOLONG,2023-09-06,10_25_00,446.09,232,0.3000000000000113
282,Crossover,basic,GOSHORT,2023-09-06,10_30_00,446.39,233,0.3000000000000113
283,Crossover,basic,GOLONG,2023-09-06,11_00_00,445.75,234,0.6399999999999864
284,Crossover,basic,GOSHORT,2023-09-06,11_10_00,445.34,235,-0.410000000000025
285,Crossover,basic,GOLONG,2023-09-06,11_20_00,445.71,236,-0.3700000000000045
286,Crossover,basic,GOSHORT,2023-09-06,11_25_00,445.81,237,0.1000000000000227
287,Crossover,basic,GOLONG,2023-09-06,11_50_00,445.66,238,0.1499999999999772
288,Crossover,basic,GOSHORT,2023-09-06,11_55_00,445.55,239,-0.1100000000000136
289,Crossover,basic,GOLONG,2023-09-06,12_05_00,445.28,240,0.2700000000000386
290,Crossover,basic,GOSHORT,2023-09-06,12_10_00,445.45,241,0.1700000000000159
291,Crossover,basic,GOLONG,2023-09-06,13_25_00,444.86,242,0.589999999999975
292,Crossover,basic,GOSHORT,2023-09-06,13_40_00,445.16,243,0.3000000000000113
293,Crossover,basic,GOLONG,2023-09-06,14_00_00,445.3,244,-0.1399999999999863
294,Crossover,basic,GOSHORT,2023-09-06,14_05_00,445.54,245,0.2400000000000091
295,Crossover,basic,GOLONG,2023-09-06,14_40_00,446.08,246,-0.5399999999999636
296,Crossover,basic,GOSHORT,2023-09-06,14_45_00,446.05,247,-0.0299999999999727
297,Crossover,basic,GOLONG,2023-09-06,15_05_00,445.4,248,0.6500000000000341
298,Crossover,basic,GOSHORT,2023-09-06,15_10_00,445.81,249,0.410000000000025
299,Crossover,basic,BUY,2023-09-06,15_25_00,445.83,250,-0.0199999999999818
300,Crossover,basic,GOLONG,2023-09-06,15_30_00,446.05,251,0.0
301,Crossover,basic,GOSHORT,2023-09-06,15_45_00,446.05,251,0.0
302,Crossover,basic,GOSHORT,2023-09-07,10_00_00,443.0,252,-0.3100000000000023
303,Crossover,basic,GOLONG,2023-09-07,10_05_00,443.31,252,-0.3100000000000023
304,Crossover,basic,GOSHORT,2023-09-07,10_10_00,443.42,253,0.1100000000000136
305,Crossover,basic,GOLONG,2023-09-07,10_20_00,443.19,254,0.2300000000000182
306,Crossover,basic,GOSHORT,2023-09-07,10_30_00,442.83,255,-0.3600000000000136
307,Crossover,basic,GOLONG,2023-09-07,10_45_00,444.25,256,-1.420000000000016
308,Crossover,basic,GOSHORT,2023-09-07,10_50_00,444.01,257,-0.2400000000000091
309,Crossover,basic,GOLONG,2023-09-07,11_25_00,444.23,258,-0.2200000000000272
310,Crossover,basic,GOSHORT,2023-09-07,11_30_00,444.79,259,0.5600000000000023
311,Crossover,basic,GOLONG,2023-09-07,12_00_00,444.39,260,0.4000000000000341
312,Crossover,basic,GOSHORT,2023-09-07,12_05_00,444.69,261,0.3000000000000113
313,Crossover,basic,GOLONG,2023-09-07,12_50_00,444.75,262,-0.0600000000000022
