,Model,Analyzer,Action,Date,Time,Price,TradeNumber,Profit
5677,Crossover,basic,BUY,2023-10-16,14_10_00,436.39,3237,-0.0999999999999659
5678,Crossover,basic,GOLONG,2023-10-16,14_15_00,436.4,3238,-0.2699999999999818
5679,Crossover,basic,SELL,2023-10-16,14_20_00,436.13,3238,-0.2699999999999818
5680,Crossover,basic,GOLONG,2023-10-16,14_25_00,435.95,3239,-0.0299999999999727
5681,Crossover,basic,GOSHORT,2023-10-16,14_35_00,435.92,3239,-0.0299999999999727
5682,Crossover,basic,GOSHORT,2023-10-16,14_35_00,435.92,3240,-0.1599999999999681
5683,Crossover,basic,BUY,2023-10-16,14_40_00,436.08,3240,-0.1599999999999681
5684,Crossover,basic,GOSHORT,2023-10-16,14_45_00,435.92,3241,-0.3299999999999841
5685,Crossover,basic,GOLONG,2023-10-16,14_50_00,436.25,3241,-0.3299999999999841
5686,Crossover,basic,GOLONG,2023-10-16,14_50_00,436.25,3242,0.0
5687,Crossover,basic,GOLONG,2023-10-17,10_30_00,434.96,3243,0.3100000000000023
5688,Crossover,basic,GOSHORT,2023-10-17,10_45_00,435.27,3243,0.3100000000000023
5689,Crossover,basic,GOSHORT,2023-10-17,10_45_00,435.27,3244,0.4099999999999681
5690,Crossover,basic,GOLONG,2023-10-17,10_50_00,434.86,3244,0.4099999999999681
5691,Crossover,basic,GOLONG,2023-10-17,10_50_00,434.86,3245,0.2799999999999727
5692,Crossover,basic,GOSHORT,2023-10-17,10_55_00,435.14,3245,0.2799999999999727
5693,Crossover,basic,GOSHORT,2023-10-17,10_55_00,435.14,3246,0.079999999999984
5694,Crossover,basic,GOLONG,2023-10-17,11_05_00,435.06,3246,0.079999999999984
5695,Crossover,basic,GOLONG,2023-10-17,11_05_00,435.06,3247,0.75
5696,Crossover,basic,GOSHORT,2023-10-17,11_20_00,435.81,3247,0.75
5697,Crossover,basic,GOSHORT,2023-10-17,11_20_00,435.81,3248,-0.1299999999999954
5698,Crossover,basic,GOLONG,2023-10-17,11_25_00,435.94,3248,-0.1299999999999954
5699,Crossover,basic,GOLONG,2023-10-17,11_25_00,435.94,3249,0.7099999999999795
5700,Crossover,basic,SELL,2023-10-17,11_35_00,436.65,3249,0.7099999999999795
5701,Crossover,basic,GOLONG,2023-10-17,11_40_00,436.97,3250,0.25
5702,Crossover,basic,GOSHORT,2023-10-17,12_45_00,437.22,3250,0.25
5703,Crossover,basic,GOSHORT,2023-10-17,12_45_00,437.22,3251,-0.1399999999999863
5704,Crossover,basic,GOLONG,2023-10-17,12_50_00,437.36,3251,-0.1399999999999863
5705,Crossover,basic,GOLONG,2023-10-17,12_50_00,437.36,3252,-1.0900000000000318
5706,Crossover,basic,GOSHORT,2023-10-17,13_20_00,436.27,3252,-1.0900000000000318
5707,Crossover,basic,GOSHORT,2023-10-17,13_20_00,436.27,3253,0.4499999999999886
5708,Crossover,basic,GOLONG,2023-10-17,13_40_00,435.82,3253,0.4499999999999886
5709,Crossover,basic,GOLONG,2023-10-17,13_40_00,435.82,3254,-0.1299999999999954
5710,Crossover,basic,GOSHORT,2023-10-17,13_45_00,435.69,3254,-0.1299999999999954
5711,Crossover,basic,GOSHORT,2023-10-17,13_45_00,435.69,3255,0.8000000000000114
5712,Crossover,basic,BUY,2023-10-17,13_50_00,434.89,3255,0.8000000000000114
5713,Crossover,basic,GOSHORT,2023-10-17,13_55_00,434.87,3256,0.0400000000000204
5714,Crossover,basic,BUY,2023-10-17,14_00_00,434.83,3256,0.0400000000000204
5715,Crossover,basic,GOSHORT,2023-10-17,14_05_00,434.99,3257,-0.1499999999999772
5716,Crossover,basic,GOLONG,2023-10-17,14_20_00,435.14,3257,-0.1499999999999772
5717,Crossover,basic,GOLONG,2023-10-17,14_20_00,435.14,3258,0.0099999999999909
5718,Crossover,basic,GOSHORT,2023-10-17,14_25_00,435.15,3258,0.0099999999999909
5719,Crossover,basic,GOSHORT,2023-10-17,14_25_00,435.15,3259,-0.3300000000000409
5720,Crossover,basic,GOLONG,2023-10-17,14_35_00,435.48,3259,-0.3300000000000409
5721,Crossover,basic,GOLONG,2023-10-17,14_35_00,435.48,3260,0.0600000000000022
5722,Crossover,basic,GOSHORT,2023-10-17,14_45_00,435.54,3260,0.0600000000000022
5723,Crossover,basic,GOSHORT,2023-10-17,14_45_00,435.54,3261,0.0
5724,Crossover,basic,GOLONG,2023-10-18,10_30_00,433.26,3262,-0.1299999999999954
5725,Crossover,basic,GOSHORT,2023-10-18,10_40_00,433.13,3262,-0.1299999999999954
5726,Crossover,basic,GOSHORT,2023-10-18,10_40_00,433.13,3263,0.5199999999999818
5727,Crossover,basic,GOLONG,2023-10-18,11_10_00,432.61,3263,0.5199999999999818
5728,Crossover,basic,GOLONG,2023-10-18,11_10_00,432.61,3264,0.4499999999999886
5729,Crossover,basic,GOSHORT,2023-10-18,11_15_00,433.06,3264,0.4499999999999886
5730,Crossover,basic,GOSHORT,2023-10-18,11_15_00,433.06,3265,0.0500000000000113
5731,Crossover,basic,GOLONG,2023-10-18,11_20_00,433.01,3265,0.0500000000000113
5732,Crossover,basic,GOLONG,2023-10-18,11_20_00,433.01,3266,-0.1399999999999863
5733,Crossover,basic,GOSHORT,2023-10-18,11_25_00,432.87,3266,-0.1399999999999863
5734,Crossover,basic,GOSHORT,2023-10-18,11_25_00,432.87,3267,0.0900000000000318
5735,Crossover,basic,GOLONG,2023-10-18,11_40_00,432.78,3267,0.0900000000000318
5736,Crossover,basic,GOLONG,2023-10-18,11_40_00,432.78,3268,0.4300000000000068
5737,Crossover,basic,GOSHORT,2023-10-18,12_05_00,433.21,3268,0.4300000000000068
5738,Crossover,basic,GOSHORT,2023-10-18,12_05_00,433.21,3269,0.9899999999999524
5739,Crossover,basic,BUY,2023-10-18,12_15_00,432.22,3269,0.9899999999999524
5740,Crossover,basic,GOSHORT,2023-10-18,12_20_00,431.99,3270,0.079999999999984
5741,Crossover,basic,BUY,2023-10-18,12_30_00,431.91,3270,0.079999999999984
5742,Crossover,basic,GOLONG,2023-10-18,12_35_00,431.72,3271,0.1099999999999568
5743,Crossover,basic,GOSHORT,2023-10-18,12_45_00,431.83,3271,0.1099999999999568
5744,Crossover,basic,GOSHORT,2023-10-18,12_45_00,431.83,3272,-1.0699999999999932
5745,Crossover,basic,GOLONG,2023-10-18,13_00_00,432.9,3272,-1.0699999999999932
5746,Crossover,basic,GOLONG,2023-10-18,13_00_00,432.9,3273,0.1000000000000227
5747,Crossover,basic,GOSHORT,2023-10-18,13_05_00,433.0,3273,0.1000000000000227
5748,Crossover,basic,GOSHORT,2023-10-18,13_05_00,433.0,3274,0.9800000000000182
5749,Crossover,basic,GOLONG,2023-10-18,13_30_00,432.02,3274,0.9800000000000182
5750,Crossover,basic,GOLONG,2023-10-18,13_30_00,432.02,3275,-0.5099999999999909
5751,Crossover,basic,SELL,2023-10-18,13_35_00,431.51,3275,-0.5099999999999909
5752,Crossover,basic,GOSHORT,2023-10-18,13_40_00,431.76,3276,-0.7300000000000182
5753,Crossover,basic,BUY,2023-10-18,13_55_00,432.49,3276,-0.7300000000000182
5754,Crossover,basic,GOSHORT,2023-10-18,14_00_00,432.47,3277,0.8600000000000136
5755,Crossover,basic,GOLONG,2023-10-18,14_35_00,431.61,3277,0.8600000000000136
5756,Crossover,basic,GOLONG,2023-10-18,14_35_00,431.61,3278,-0.0699999999999931
5757,Crossover,basic,GOSHORT,2023-10-18,14_40_00,431.54,3278,-0.0699999999999931
5758,Crossover,basic,GOSHORT,2023-10-18,14_40_00,431.54,3279,0.3300000000000409
5759,Crossover,basic,GOLONG,2023-10-18,14_55_00,431.21,3279,0.3300000000000409
5760,Crossover,basic,GOLONG,2023-10-18,14_55_00,431.21,3280,0.0
5761,Crossover,basic,GOLONG,2023-08-23,10_30_00,441.06,3281,-0.2800000000000295
5762,Crossover,basic,GOSHORT,2023-08-23,10_35_00,440.78,3281,-0.2800000000000295
5763,Crossover,basic,GOSHORT,2023-08-23,10_35_00,440.78,3282,-1.1400000000000432
5764,Crossover,basic,GOLONG,2023-08-23,10_55_00,441.92,3282,-1.1400000000000432
5765,Crossover,basic,GOLONG,2023-08-23,10_55_00,441.92,3283,-0.2400000000000091
5766,Crossover,basic,GOSHORT,2023-08-23,11_00_00,441.68,3283,-0.2400000000000091
5767,Crossover,basic,GOSHORT,2023-08-23,11_00_00,441.68,3284,-0.2599999999999909
5768,Crossover,basic,GOLONG,2023-08-23,11_15_00,441.94,3284,-0.2599999999999909
5769,Crossover,basic,GOLONG,2023-08-23,11_15_00,441.94,3285,0.1299999999999954
5770,Crossover,basic,GOSHORT,2023-08-23,11_20_00,442.07,3285,0.1299999999999954
5771,Crossover,basic,GOSHORT,2023-08-23,11_20_00,442.07,3286,-0.079999999999984
5772,Crossover,basic,GOLONG,2023-08-23,11_25_00,442.15,3286,-0.079999999999984
5773,Crossover,basic,GOLONG,2023-08-23,11_25_00,442.15,3287,-0.079999999999984
5774,Crossover,basic,GOSHORT,2023-08-23,11_30_00,442.07,3287,-0.079999999999984
5775,Crossover,basic,GOSHORT,2023-08-23,11_30_00,442.07,3288,0.3299999999999841
5776,Crossover,basic,GOLONG,2023-08-23,11_40_00,441.74,3288,0.3299999999999841
5777,Crossover,basic,GOLONG,2023-08-23,11_40_00,441.74,3289,0.0999999999999659
5778,Crossover,basic,GOSHORT,2023-08-23,11_45_00,441.84,3289,0.0999999999999659
5779,Crossover,basic,GOSHORT,2023-08-23,11_45_00,441.84,3290,-0.4600000000000364
5780,Crossover,basic,GOLONG,2023-08-23,11_55_00,442.3,3290,-0.4600000000000364
5781,Crossover,basic,GOLONG,2023-08-23,11_55_00,442.3,3291,-0.25
5782,Crossover,basic,GOSHORT,2023-08-23,12_00_00,442.05,3291,-0.25
5783,Crossover,basic,GOSHORT,2023-08-23,12_00_00,442.05,3292,0.0
5784,Crossover,basic,GOLONG,2023-08-23,12_20_00,442.05,3292,0.0
5785,Crossover,basic,GOLONG,2023-08-23,12_20_00,442.05,3293,0.0199999999999818
5786,Crossover,basic,GOSHORT,2023-08-23,12_25_00,442.07,3293,0.0199999999999818
5787,Crossover,basic,GOSHORT,2023-08-23,12_25_00,442.07,3294,-0.4300000000000068
5788,Crossover,basic,GOLONG,2023-08-23,12_45_00,442.5,3294,-0.4300000000000068
5789,Crossover,basic,GOLONG,2023-08-23,12_45_00,442.5,3295,-0.0500000000000113
5790,Crossover,basic,GOSHORT,2023-08-23,12_50_00,442.45,3295,-0.0500000000000113
5791,Crossover,basic,GOSHORT,2023-08-23,12_50_00,442.45,3296,-0.1800000000000068
5792,Crossover,basic,GOLONG,2023-08-23,13_05_00,442.63,3296,-0.1800000000000068
5793,Crossover,basic,GOLONG,2023-08-23,13_05_00,442.63,3297,0.5799999999999841
5794,Crossover,basic,GOSHORT,2023-08-23,13_20_00,443.21,3297,0.5799999999999841
5795,Crossover,basic,GOSHORT,2023-08-23,13_20_00,443.21,3298,-0.1899999999999977
5796,Crossover,basic,GOLONG,2023-08-23,13_30_00,443.4,3298,-0.1899999999999977
5797,Crossover,basic,GOLONG,2023-08-23,13_30_00,443.4,3299,-0.1099999999999568
5798,Crossover,basic,GOSHORT,2023-08-23,13_35_00,443.29,3299,-0.1099999999999568
5799,Crossover,basic,GOSHORT,2023-08-23,13_35_00,443.29,3300,-0.1099999999999568
5800,Crossover,basic,GOLONG,2023-08-23,13_40_00,443.4,3300,-0.1099999999999568
5801,Crossover,basic,GOLONG,2023-08-23,13_40_00,443.4,3301,0.1200000000000045
5802,Crossover,basic,GOSHORT,2023-08-23,13_50_00,443.52,3301,0.1200000000000045
5803,Crossover,basic,GOSHORT,2023-08-23,13_50_00,443.52,3302,0.0299999999999727
5804,Crossover,basic,BUY,2023-08-23,14_00_00,443.49,3302,0.0299999999999727
5805,Crossover,basic,GOSHORT,2023-08-23,14_05_00,443.31,3303,0.3899999999999863
5806,Crossover,basic,GOLONG,2023-08-23,14_15_00,442.92,3303,0.3899999999999863
5807,Crossover,basic,GOLONG,2023-08-23,14_15_00,442.92,3304,0.1200000000000045
5808,Crossover,basic,GOSHORT,2023-08-23,14_20_00,443.04,3304,0.1200000000000045
5809,Crossover,basic,GOSHORT,2023-08-23,14_20_00,443.04,3305,0.0800000000000409
5810,Crossover,basic,GOLONG,2023-08-23,14_25_00,442.96,3305,0.0800000000000409
5811,Crossover,basic,GOLONG,2023-08-23,14_25_00,442.96,3306,0.0
5812,Crossover,basic,GOSHORT,2023-08-24,10_30_00,441.77,3307,-0.3600000000000136
5813,Crossover,basic,GOLONG,2023-08-24,10_35_00,442.13,3307,-0.3600000000000136
5814,Crossover,basic,GOLONG,2023-08-24,10_35_00,442.13,3308,-0.8999999999999773
5815,Crossover,basic,GOSHORT,2023-08-24,10_45_00,441.23,3308,-0.8999999999999773
5816,Crossover,basic,GOSHORT,2023-08-24,10_45_00,441.23,3309,-0.4399999999999977
5817,Crossover,basic,BUY,2023-08-24,10_50_00,441.67,3309,-0.4399999999999977
5818,Crossover,basic,GOSHORT,2023-08-24,10_55_00,441.12,3310,0.5
5819,Crossover,basic,GOLONG,2023-08-24,11_15_00,440.62,3310,0.5
5820,Crossover,basic,GOLONG,2023-08-24,11_15_00,440.62,3311,-0.1700000000000159
5821,Crossover,basic,GOSHORT,2023-08-24,11_20_00,440.45,3311,-0.1700000000000159
5822,Crossover,basic,GOSHORT,2023-08-24,11_20_00,440.45,3312,-0.2400000000000091
5823,Crossover,basic,GOLONG,2023-08-24,11_25_00,440.69,3312,-0.2400000000000091
5824,Crossover,basic,GOLONG,2023-08-24,11_25_00,440.69,3313,-0.5199999999999818
5825,Crossover,basic,GOSHORT,2023-08-24,11_30_00,440.17,3313,-0.5199999999999818
5826,Crossover,basic,GOSHORT,2023-08-24,11_30_00,440.17,3314,0.4300000000000068
5827,Crossover,basic,BUY,2023-08-24,12_05_00,439.74,3314,0.4300000000000068
5828,Crossover,basic,GOSHORT,2023-08-24,12_10_00,440.18,3315,-0.079999999999984
5829,Crossover,basic,BUY,2023-08-24,12_20_00,440.26,3315,-0.079999999999984
5830,Crossover,basic,GOSHORT,2023-08-24,12_25_00,440.0,3316,-0.5799999999999841
5831,Crossover,basic,GOLONG,2023-08-24,12_45_00,440.58,3316,-0.5799999999999841
5832,Crossover,basic,GOLONG,2023-08-24,12_45_00,440.58,3317,-0.9799999999999612
5833,Crossover,basic,GOSHORT,2023-08-24,13_00_00,439.6,3317,-0.9799999999999612
5834,Crossover,basic,GOSHORT,2023-08-24,13_00_00,439.6,3318,0.0200000000000386
5835,Crossover,basic,GOLONG,2023-08-24,13_35_00,439.58,3318,0.0200000000000386
5836,Crossover,basic,GOLONG,2023-08-24,13_35_00,439.58,3319,-0.3000000000000113
5837,Crossover,basic,GOSHORT,2023-08-24,13_40_00,439.28,3319,-0.3000000000000113
5838,Crossover,basic,GOSHORT,2023-08-24,13_40_00,439.28,3320,-0.0600000000000022
5839,Crossover,basic,GOLONG,2023-08-24,13_55_00,439.34,3320,-0.0600000000000022
5840,Crossover,basic,GOLONG,2023-08-24,13_55_00,439.34,3321,0.1300000000000523
5841,Crossover,basic,GOSHORT,2023-08-24,14_05_00,439.47,3321,0.1300000000000523
5842,Crossover,basic,GOSHORT,2023-08-24,14_05_00,439.47,3322,0.0
5843,Crossover,basic,GOSHORT,2023-08-25,10_35_00,437.13,3323,0.4499999999999886
5844,Crossover,basic,GOLONG,2023-08-25,11_05_00,436.68,3323,0.4499999999999886
5845,Crossover,basic,GOLONG,2023-08-25,11_05_00,436.68,3324,-0.160000000000025
5846,Crossover,basic,GOSHORT,2023-08-25,11_15_00,436.52,3324,-0.160000000000025
5847,Crossover,basic,GOSHORT,2023-08-25,11_15_00,436.52,3325,-1.259999999999991
5848,Crossover,basic,GOLONG,2023-08-25,11_50_00,437.78,3325,-1.259999999999991
5849,Crossover,basic,GOLONG,2023-08-25,11_50_00,437.78,3326,-0.7799999999999727
5850,Crossover,basic,GOSHORT,2023-08-25,11_55_00,437.0,3326,-0.7799999999999727
5851,Crossover,basic,GOSHORT,2023-08-25,11_55_00,437.0,3327,-1.670000000000016
5852,Crossover,basic,GOLONG,2023-08-25,12_55_00,438.67,3327,-1.670000000000016
5853,Crossover,basic,GOLONG,2023-08-25,12_55_00,438.67,3328,-0.0200000000000386
5854,Crossover,basic,GOSHORT,2023-08-25,13_00_00,438.65,3328,-0.0200000000000386
5855,Crossover,basic,GOSHORT,2023-08-25,13_00_00,438.65,3329,1.0600000000000025
5856,Crossover,basic,GOLONG,2023-08-25,13_30_00,437.59,3329,1.0600000000000025
5857,Crossover,basic,GOLONG,2023-08-25,13_30_00,437.59,3330,0.3500000000000227
5858,Crossover,basic,GOSHORT,2023-08-25,13_40_00,437.94,3330,0.3500000000000227
5859,Crossover,basic,GOSHORT,2023-08-25,13_40_00,437.94,3331,-1.259999999999991
5860,Crossover,basic,BUY,2023-08-25,14_10_00,439.2,3331,-1.259999999999991
5861,Crossover,basic,GOLONG,2023-08-25,14_15_00,439.6,3332,0.2999999999999545
5862,Crossover,basic,GOSHORT,2023-08-25,14_20_00,439.9,3332,0.2999999999999545
5863,Crossover,basic,GOSHORT,2023-08-25,14_20_00,439.9,3333,-0.4800000000000182
5864,Crossover,basic,GOLONG,2023-08-25,14_25_00,440.38,3333,-0.4800000000000182
5865,Crossover,basic,GOLONG,2023-08-25,14_25_00,440.38,3334,0.0
5866,Crossover,basic,GOSHORT,2023-08-28,10_35_00,442.53,3335,0.42999999999995
5867,Crossover,basic,BUY,2023-08-28,10_45_00,442.1,3335,0.42999999999995
5868,Crossover,basic,GOSHORT,2023-08-28,10_50_00,441.62,3336,0.1299999999999954
5869,Crossover,basic,BUY,2023-08-28,11_10_00,441.49,3336,0.1299999999999954
5870,Crossover,basic,GOSHORT,2023-08-28,11_15_00,441.43,3337,-0.1899999999999977
5871,Crossover,basic,GOLONG,2023-08-28,11_30_00,441.62,3337,-0.1899999999999977
5872,Crossover,basic,GOLONG,2023-08-28,11_30_00,441.62,3338,-0.5600000000000023
5873,Crossover,basic,GOSHORT,2023-08-28,11_45_00,441.06,3338,-0.5600000000000023
5874,Crossover,basic,GOSHORT,2023-08-28,11_45_00,441.06,3339,-0.1299999999999954
5875,Crossover,basic,GOLONG,2023-08-28,11_50_00,441.19,3339,-0.1299999999999954
5876,Crossover,basic,GOLONG,2023-08-28,11_50_00,441.19,3340,0.3000000000000113
5877,Crossover,basic,GOSHORT,2023-08-28,11_55_00,441.49,3340,0.3000000000000113
5878,Crossover,basic,GOSHORT,2023-08-28,11_55_00,441.49,3341,0.0900000000000318
5879,Crossover,basic,BUY,2023-08-28,12_00_00,441.4,3341,0.0900000000000318
5880,Crossover,basic,GOSHORT,2023-08-28,12_05_00,441.48,3342,0.3500000000000227
5881,Crossover,basic,GOLONG,2023-08-28,12_20_00,441.13,3342,0.3500000000000227
5882,Crossover,basic,GOLONG,2023-08-28,12_20_00,441.13,3343,0.0900000000000318
5883,Crossover,basic,GOSHORT,2023-08-28,12_30_00,441.22,3343,0.0900000000000318
5884,Crossover,basic,GOSHORT,2023-08-28,12_30_00,441.22,3344,-1.5699999999999932
5885,Crossover,basic,GOLONG,2023-08-28,13_10_00,442.79,3344,-1.5699999999999932
5886,Crossover,basic,GOLONG,2023-08-28,13_10_00,442.79,3345,-0.160000000000025
5887,Crossover,basic,GOSHORT,2023-08-28,13_15_00,442.63,3345,-0.160000000000025
5888,Crossover,basic,GOSHORT,2023-08-28,13_15_00,442.63,3346,-0.1100000000000136
5889,Crossover,basic,BUY,2023-08-28,13_25_00,442.74,3346,-0.1100000000000136
5890,Crossover,basic,GOLONG,2023-08-28,13_30_00,442.75,3347,-0.3000000000000113
5891,Crossover,basic,GOSHORT,2023-08-28,13_35_00,442.45,3347,-0.3000000000000113
5892,Crossover,basic,GOSHORT,2023-08-28,13_35_00,442.45,3348,1.3000000000000114
5893,Crossover,basic,GOLONG,2023-08-28,14_00_00,441.15,3348,1.3000000000000114
5894,Crossover,basic,GOLONG,2023-08-28,14_00_00,441.15,3349,-0.0099999999999909
5895,Crossover,basic,GOSHORT,2023-08-28,14_10_00,441.14,3349,-0.0099999999999909
5896,Crossover,basic,GOSHORT,2023-08-28,14_10_00,441.14,3350,0.2099999999999795
5897,Crossover,basic,GOLONG,2023-08-28,14_15_00,440.93,3350,0.2099999999999795
5898,Crossover,basic,GOLONG,2023-08-28,14_15_00,440.93,3351,0.1899999999999977
5899,Crossover,basic,GOSHORT,2023-08-28,14_20_00,441.12,3351,0.1899999999999977
5900,Crossover,basic,GOSHORT,2023-08-28,14_20_00,441.12,3352,0.0
5901,Crossover,basic,GOSHORT,2023-08-29,10_30_00,446.61,3353,0.7900000000000205
5902,Crossover,basic,BUY,2023-08-29,10_40_00,445.82,3353,0.7900000000000205
5903,Crossover,basic,GOSHORT,2023-08-29,10_45_00,445.88,3354,-0.0600000000000022
5904,Crossover,basic,GOLONG,2023-08-29,11_00_00,445.94,3354,-0.0600000000000022
5905,Crossover,basic,GOLONG,2023-08-29,11_00_00,445.94,3355,0.5099999999999909
5906,Crossover,basic,GOSHORT,2023-08-29,11_10_00,446.45,3355,0.5099999999999909
5907,Crossover,basic,GOSHORT,2023-08-29,11_10_00,446.45,3356,-0.160000000000025
5908,Crossover,basic,GOLONG,2023-08-29,11_15_00,446.61,3356,-0.160000000000025
5909,Crossover,basic,GOLONG,2023-08-29,11_15_00,446.61,3357,0.2400000000000091
5910,Crossover,basic,GOSHORT,2023-08-29,11_20_00,446.85,3357,0.2400000000000091
5911,Crossover,basic,GOSHORT,2023-08-29,11_20_00,446.85,3358,-0.8700000000000045
5912,Crossover,basic,BUY,2023-08-29,11_35_00,447.72,3358,-0.8700000000000045
5913,Crossover,basic,GOSHORT,2023-08-29,11_45_00,447.57,3359,-0.1999999999999886
5914,Crossover,basic,GOLONG,2023-08-29,11_50_00,447.77,3359,-0.1999999999999886
5915,Crossover,basic,GOLONG,2023-08-29,11_50_00,447.77,3360,-0.1499999999999772
5916,Crossover,basic,GOSHORT,2023-08-29,11_55_00,447.62,3360,-0.1499999999999772
5917,Crossover,basic,GOSHORT,2023-08-29,11_55_00,447.62,3361,-0.1299999999999954
5918,Crossover,basic,GOLONG,2023-08-29,12_05_00,447.75,3361,-0.1299999999999954
5919,Crossover,basic,GOLONG,2023-08-29,12_05_00,447.75,3362,-0.1000000000000227
5920,Crossover,basic,SELL,2023-08-29,12_10_00,447.65,3362,-0.1000000000000227
5921,Crossover,basic,GOSHORT,2023-08-29,12_15_00,447.83,3363,-0.5099999999999909
5922,Crossover,basic,GOLONG,2023-08-29,12_30_00,448.34,3363,-0.5099999999999909
5923,Crossover,basic,GOLONG,2023-08-29,12_30_00,448.34,3364,-0.5999999999999659
5924,Crossover,basic,GOSHORT,2023-08-29,12_45_00,447.74,3364,-0.5999999999999659
5925,Crossover,basic,GOSHORT,2023-08-29,12_45_00,447.74,3365,-0.1599999999999681
5926,Crossover,basic,GOLONG,2023-08-29,12_50_00,447.9,3365,-0.1599999999999681
5927,Crossover,basic,GOLONG,2023-08-29,12_50_00,447.9,3366,0.1400000000000432
5928,Crossover,basic,GOSHORT,2023-08-29,12_55_00,448.04,3366,0.1400000000000432
5929,Crossover,basic,GOSHORT,2023-08-29,12_55_00,448.04,3367,-0.2299999999999613
5930,Crossover,basic,GOLONG,2023-08-29,13_00_00,448.27,3367,-0.2299999999999613
5931,Crossover,basic,GOLONG,2023-08-29,13_00_00,448.27,3368,0.0300000000000295
5932,Crossover,basic,GOSHORT,2023-08-29,13_05_00,448.3,3368,0.0300000000000295
5933,Crossover,basic,GOSHORT,2023-08-29,13_05_00,448.3,3369,-0.1200000000000045
5934,Crossover,basic,BUY,2023-08-29,13_20_00,448.42,3369,-0.1200000000000045
5935,Crossover,basic,GOLONG,2023-08-29,13_25_00,448.27,3370,0.3799999999999954
5936,Crossover,basic,GOSHORT,2023-08-29,13_35_00,448.65,3370,0.3799999999999954
5937,Crossover,basic,GOSHORT,2023-08-29,13_35_00,448.65,3371,0.2799999999999727
5938,Crossover,basic,GOLONG,2023-08-29,14_05_00,448.37,3371,0.2799999999999727
5939,Crossover,basic,GOLONG,2023-08-29,14_05_00,448.37,3372,-0.2300000000000182
5940,Crossover,basic,GOSHORT,2023-08-29,14_10_00,448.14,3372,-0.2300000000000182
5941,Crossover,basic,GOSHORT,2023-08-29,14_10_00,448.14,3373,0.0
5942,Crossover,basic,GOSHORT,2023-08-30,10_30_00,450.13,3374,0.1599999999999681
5943,Crossover,basic,GOLONG,2023-08-30,10_35_00,449.97,3374,0.1599999999999681
5944,Crossover,basic,GOLONG,2023-08-30,10_35_00,449.97,3375,-0.0600000000000022
5945,Crossover,basic,GOSHORT,2023-08-30,10_40_00,449.91,3375,-0.0600000000000022
5946,Crossover,basic,GOSHORT,2023-08-30,10_40_00,449.91,3376,0.0500000000000113
5947,Crossover,basic,GOLONG,2023-08-30,10_45_00,449.86,3376,0.0500000000000113
5948,Crossover,basic,GOLONG,2023-08-30,10_45_00,449.86,3377,0.4499999999999886
5949,Crossover,basic,GOSHORT,2023-08-30,10_50_00,450.31,3377,0.4499999999999886
5950,Crossover,basic,GOSHORT,2023-08-30,10_50_00,450.31,3378,0.0600000000000022
5951,Crossover,basic,GOLONG,2023-08-30,11_05_00,450.25,3378,0.0600000000000022
5952,Crossover,basic,GOLONG,2023-08-30,11_05_00,450.25,3379,0.1200000000000045
5953,Crossover,basic,GOSHORT,2023-08-30,11_10_00,450.37,3379,0.1200000000000045
5954,Crossover,basic,GOSHORT,2023-08-30,11_10_00,450.37,3380,-0.6200000000000045
5955,Crossover,basic,BUY,2023-08-30,11_35_00,450.99,3380,-0.6200000000000045
5956,Crossover,basic,GOSHORT,2023-08-30,11_45_00,450.83,3381,0.0199999999999818
5957,Crossover,basic,BUY,2023-08-30,11_50_00,450.81,3381,0.0199999999999818
5958,Crossover,basic,GOSHORT,2023-08-30,11_55_00,451.06,3382,0.0300000000000295
5959,Crossover,basic,GOLONG,2023-08-30,12_10_00,451.03,3382,0.0300000000000295
5960,Crossover,basic,GOLONG,2023-08-30,12_10_00,451.03,3383,0.1700000000000159
5961,Crossover,basic,GOSHORT,2023-08-30,12_20_00,451.2,3383,0.1700000000000159
5962,Crossover,basic,GOSHORT,2023-08-30,12_20_00,451.2,3384,-0.1700000000000159
5963,Crossover,basic,GOLONG,2023-08-30,13_00_00,451.37,3384,-0.1700000000000159
5964,Crossover,basic,GOLONG,2023-08-30,13_00_00,451.37,3385,-0.1800000000000068
5965,Crossover,basic,GOSHORT,2023-08-30,13_05_00,451.19,3385,-0.1800000000000068
5966,Crossover,basic,GOSHORT,2023-08-30,13_05_00,451.19,3386,0.2599999999999909
5967,Crossover,basic,GOLONG,2023-08-30,13_25_00,450.93,3386,0.2599999999999909
5968,Crossover,basic,GOLONG,2023-08-30,13_25_00,450.93,3387,0.339999999999975
5969,Crossover,basic,GOSHORT,2023-08-30,13_30_00,451.27,3387,0.339999999999975
5970,Crossover,basic,GOSHORT,2023-08-30,13_30_00,451.27,3388,-0.0400000000000204
5971,Crossover,basic,GOLONG,2023-08-30,13_35_00,451.31,3388,-0.0400000000000204
5972,Crossover,basic,GOLONG,2023-08-30,13_35_00,451.31,3389,-0.0600000000000022
5973,Crossover,basic,GOSHORT,2023-08-30,13_40_00,451.25,3389,-0.0600000000000022
5974,Crossover,basic,GOSHORT,2023-08-30,13_40_00,451.25,3390,0.7200000000000273
5975,Crossover,basic,GOLONG,2023-08-30,14_00_00,450.53,3390,0.7200000000000273
5976,Crossover,basic,GOLONG,2023-08-30,14_00_00,450.53,3391,-0.25
