,DateTime,Open,Close,Volume,date,time,slowsma,fastsma,Difference,scalars
0,2023-06-14 09:30:00-04:00,437.01,436.9,1143515.0,2023-06-14,09:30:00,436.2080952380952,436.4011111111111,-0.11000000000001364,0.47138964577656145
1,2023-06-14 09:35:00-04:00,436.9,436.88,585014.0,2023-06-14,09:35:00,436.2271428571429,436.46111111111105,-0.01999999999998181,0.4959128065395132
2,2023-06-14 09:40:00-04:00,436.88,437.2,600211.0,2023-06-14,09:40:00,436.2909523809523,436.5566666666667,0.3199999999999932,0.5885558583106245
3,2023-06-14 09:45:00-04:00,437.2,437.42,719183.0,2023-06-14,09:45:00,436.37476190476184,436.6955555555556,0.22000000000002728,0.5613079019073638
4,2023-06-14 09:50:00-04:00,437.42,437.44,792374.0,2023-06-14,09:50:00,436.4542857142857,436.8277777777778,0.01999999999998181,0.5068119891008113
5,2023-06-14 09:55:00-04:00,437.44,437.5,678999.0,2023-06-14,09:55:00,436.54238095238094,436.97333333333336,0.060000000000002274,0.5177111716621249
6,2023-06-14 10:00:00-04:00,437.51,437.72,687265.0,2023-06-14,10:00:00,436.64000000000004,437.1377777777777,0.21000000000003638,0.5585831062670392
7,2023-06-14 10:05:00-04:00,437.73,438.02,1046621.0,2023-06-14,10:05:00,436.7357142857142,437.3044444444444,0.2899999999999636,0.5803814713896355
8,2023-06-14 10:10:00-04:00,438.03,437.93,479758.0,2023-06-14,10:10:00,436.8247619047619,437.4455555555556,-0.0999999999999659,0.47411444141690146
9,2023-06-14 10:15:00-04:00,437.93,437.9,675191.0,2023-06-14,10:15:00,436.9,437.5566666666666,-0.03000000000002956,0.49318801089917313
10,2023-06-14 10:20:00-04:00,437.91,437.73,876870.0,2023-06-14,10:20:00,436.9642857142857,437.6511111111111,-0.18000000000000682,0.4523160762942743
11,2023-06-14 10:25:00-04:00,437.72,437.71,463759.0,2023-06-14,10:25:00,437.0238095238095,437.7077777777778,-0.010000000000047748,0.4986376021798222
12,2023-06-14 10:30:00-04:00,437.72,437.96,558637.0,2023-06-14,10:30:00,437.0961904761905,437.7677777777778,0.23999999999995225,0.5667574931879974
13,2023-06-14 10:35:00-04:00,437.96,438.03,401054.0,2023-06-14,10:35:00,437.1766666666666,437.8333333333333,0.06999999999999318,0.5204359673024495
14,2023-06-14 10:40:00-04:00,438.03,437.9,572336.0,2023-06-14,10:40:00,437.2509523809523,437.87777777777774,-0.12999999999999545,0.4659400544959124
15,2023-06-14 10:45:00-04:00,437.9,438.08,393076.0,2023-06-14,10:45:00,437.3419047619047,437.91777777777776,0.18000000000000682,0.5504087193460502
16,2023-06-14 10:50:00-04:00,438.09,437.87,490431.0,2023-06-14,10:50:00,437.4190476190476,437.9011111111111,-0.21999999999997044,0.44141689373297616
17,2023-06-14 10:55:00-04:00,437.88,437.87,332230.0,2023-06-14,10:55:00,437.4990476190476,437.89444444444445,-0.009999999999990905,0.4986376021798377
18,2023-06-14 11:00:00-04:00,437.87,437.88,368406.0,2023-06-14,11:00:00,437.5771428571429,437.89222222222224,0.009999999999990905,0.5040871934604868
19,2023-06-14 11:05:00-04:00,437.89,438.0,322141.0,2023-06-14,11:05:00,437.64761904761906,437.9222222222222,0.11000000000001364,0.5313351498637631
20,2023-06-14 11:10:00-04:00,438.0,438.39,548769.0,2023-06-14,11:10:00,437.73,437.9977777777778,0.38999999999998636,0.6076294277929117
21,2023-06-14 11:15:00-04:00,438.4,438.63,517639.0,2023-06-14,11:15:00,437.81238095238103,438.07222222222225,0.2300000000000182,0.5640326975476884
22,2023-06-14 11:20:00-04:00,438.63,438.98,549794.0,2023-06-14,11:20:00,437.91238095238094,438.17777777777775,0.35000000000002274,0.5967302452316137
23,2023-06-14 11:25:00-04:00,438.98,438.65,851231.0,2023-06-14,11:25:00,437.9814285714286,438.2611111111111,-0.3300000000000409,0.4114441416893599
24,2023-06-14 11:30:00-04:00,438.65,438.53,501619.0,2023-06-14,11:30:00,438.0342857142858,438.31111111111113,-0.12000000000000455,0.46866485013623693
25,2023-06-14 11:35:00-04:00,438.51,438.55,298005.0,2023-06-14,11:35:00,438.08714285714285,438.3866666666666,0.040000000000020464,0.5122615803814758
26,2023-06-14 11:40:00-04:00,438.55,438.42,337842.0,2023-06-14,11:40:00,438.1309523809524,438.44777777777773,-0.12999999999999545,0.4659400544959124
27,2023-06-14 11:45:00-04:00,438.41,438.52,338302.0,2023-06-14,11:45:00,438.1690476190476,438.51888888888885,0.1099999999999568,0.5313351498637475
28,2023-06-14 11:50:00-04:00,438.52,438.37,271743.0,2023-06-14,11:50:00,438.18571428571425,438.56,-0.14999999999997726,0.4604904632152633
29,2023-06-14 11:55:00-04:00,438.36,438.25,422847.0,2023-06-14,11:55:00,438.20095238095234,438.5444444444445,-0.11000000000001364,0.47138964577656145
30,2023-06-14 12:00:00-04:00,438.25,437.82,388901.0,2023-06-14,12:00:00,438.1971428571429,438.4544444444444,-0.4300000000000068,0.3841961852860991
